CHANNEL,LOKASI,TANGGAL,BULAN,TAHUN,KODE_BARANG,KLASIFIKASI_BARANG,WARNA_BARANG,UKURAN_BARANG,BERAT_SATUAN,JUMLAH,BERAT_TOTAL
002,LO000017,04/13/2023 00:00:00,04,2023,MP000284,KD000037,PL000036,SZ000012,6,8,48
002,LO000017,04/13/2023 00:00:00,04,2023,MP000284,KD000037,PL000036,SZ000012,10,6,60
002,LO000017,04/13/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000011,8,5,40
002,LO000017,04/13/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,7,10,70
002,LO000017,04/13/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,10,20,200
002,LO000017,04/13/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,6,10,60
002,LO000017,04/13/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,8,10,80
002,LO000017,04/13/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,4,20,81
002,LO000017,04/13/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,3,9,30
002,LO000017,04/13/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,5,9,45
002,LO000008,02/15/2023 00:00:00,02,2023,MP000197,KD000009,PL000037,SZ000012,7,5,36
002,LO000008,02/15/2023 00:00:00,02,2023,MP000197,KD000009,PL000037,SZ000012,4,5,20
002,LO000008,02/15/2023 00:00:00,02,2023,MP000197,KD000009,PL000037,SZ000012,6,5,31
002,LO000008,02/15/2023 00:00:00,02,2023,MP000197,KD000009,PL000037,SZ000012,7,5,36
002,LO000008,02/15/2023 00:00:00,02,2023,MP000197,KD000009,PL000037,SZ000012,4,5,20
002,LO000008,02/15/2023 00:00:00,02,2023,MP000197,KD000009,PL000037,SZ000012,6,5,31
002,LO000017,04/17/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000012,2,13,26
002,LO000017,04/17/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000012,3,13,41
002,LO000007,02/06/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000012,5,5,25
002,LO000007,02/06/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000012,3,7,24
002,LO000007,02/14/2023 00:00:00,02,2023,MP002175,KD000028,PL000036,SZ000007,6,20,122
002,LO000007,02/14/2023 00:00:00,02,2023,MP002175,KD000028,PL000036,SZ000007,2,31,63
002,LO000007,02/14/2023 00:00:00,02,2023,MP002175,KD000028,PL000036,SZ000007,4,20,83
002,LO000007,02/14/2023 00:00:00,02,2023,MP002175,KD000028,PL000036,SZ000007,3,20,61
002,LO000007,02/14/2023 00:00:00,02,2023,MP002175,KD000028,PL000036,SZ000007,8,9,80
002,LO000007,02/14/2023 00:00:00,02,2023,MP002175,KD000028,PL000036,SZ000007,10,10,101
002,LO000007,02/14/2023 00:00:00,02,2023,MP000197,KD000037,PL000039,SZ000012,5,4,25
002,LO000026,04/12/2023 00:00:00,04,2023,MP000197,KD000037,PL000036,SZ000012,2,8,16
002,LO000026,04/12/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000012,8,1,16
002,LO000026,04/12/2023 00:00:00,04,2023,MP000284,KD000037,PL000036,SZ000012,12,2,24
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000037,PL000036,SZ000012,2,10,21
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000037,PL000036,SZ000012,3,1,6
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000037,PL000036,SZ000012,3,15,45
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000037,PL000036,SZ000012,12,2,24
002,LO000026,04/13/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000013,15,2,30
002,LO000026,04/13/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000013,8,9,80
002,LO000026,04/13/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000013,6,10,60
002,LO000026,04/13/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000012,3,10,30
002,LO000026,04/14/2023 00:00:00,04,2023,MP000197,KD000037,PL000036,SZ000013,15,3,45
002,LO000026,04/15/2023 00:00:00,04,2023,MP000197,KD000016,PL000039,SZ000013,6,2,12
002,LO000026,04/15/2023 00:00:00,04,2023,MP000197,KD000016,PL000039,SZ000013,5,2,10
002,LO000026,04/15/2023 00:00:00,04,2023,MP000197,KD000016,PL000039,SZ000012,5,3,15
002,LO000026,04/15/2023 00:00:00,04,2023,MP000197,KD000016,PL000039,SZ000012,4,2,12
002,LO000017,12/15/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000009,5,11,60
002,LO000017,12/15/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000009,3,9,28
002,LO000017,12/15/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000009,2,9,20
002,LO000011,05/01/2023 00:00:00,05,2023,MP000197,KD000037,PL000039,SZ000013,10,1,10
002,LO000025,12/26/2022 00:00:00,12,2022,MP002277,KD000009,PL000037,SZ000012,10,2,20
002,LO000017,05/10/2023 00:00:00,05,2023,MP000294,KD000016,PL000037,SZ000012,20,3,60
002,LO000026,01/31/2023 00:00:00,01,2023,MP000197,KD000037,PL000040,SZ000012,3,2,6
002,LO000026,01/31/2023 00:00:00,01,2023,MP000197,KD000037,PL000040,SZ000012,5,1,10
002,LO000026,01/31/2023 00:00:00,01,2023,MP000197,KD000037,PL000040,SZ000012,4,2,8
002,LO000026,02/01/2023 00:00:00,02,2023,MP000294,KD000037,PL000036,SZ000012,5,4,20
002,LO000026,02/01/2023 00:00:00,02,2023,MP000294,KD000037,PL000036,SZ000009,3,2,6
002,LO000026,02/01/2023 00:00:00,02,2023,MP000284,KD000037,PL000036,SZ000012,5,3,20
002,LO000026,02/01/2023 00:00:00,02,2023,MP000284,KD000037,PL000036,SZ000009,3,1,6
002,LO000026,02/01/2023 00:00:00,02,2023,MP000294,KD000037,PL000036,SZ000009,2,2,4
002,LO000026,02/01/2023 00:00:00,02,2023,MP000284,KD000037,PL000036,SZ000009,2,2,4
002,LO000026,02/01/2023 00:00:00,02,2023,MP000197,KD000037,PL000036,SZ000012,4,1,4
002,LO000025,04/05/2023 00:00:00,04,2023,MP002277,KD000009,PL000037,SZ000007,5,3,15
002,LO000025,04/05/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000009,2,5,12
002,LO000025,04/06/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000012,2,12,24
002,LO000025,04/10/2023 00:00:00,04,2023,MP002277,KD000009,PL000037,SZ000007,4,6,24
002,LO000025,04/10/2023 00:00:00,04,2023,MP002277,KD000009,PL000037,SZ000007,5,6,30
002,LO000025,04/10/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000013,8,3,32
002,LO000025,04/10/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000013,12,1,24
002,LO000025,04/10/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000012,4,14,60
002,LO000025,04/10/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000012,6,2,18
002,LO000025,04/10/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000009,3,2,6
002,LO000025,04/10/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000009,2,2,4
002,LO000025,04/10/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000012,5,1,10
002,LO000025,04/10/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000012,3,15,45
002,LO000025,04/10/2023 00:00:00,04,2023,MP002277,KD000009,PL000037,SZ000007,2,9,19
002,LO000025,04/10/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000012,15,1,15
002,LO000025,12/08/2022 00:00:00,12,2022,MP002246,KD000009,PL000036,SZ000011,11,5,55
002,LO000025,12/08/2022 00:00:00,12,2022,MP000284,KD000028,PL000036,SZ000012,2,29,58
002,LO000025,12/08/2022 00:00:00,12,2022,MP000284,KD000028,PL000036,SZ000012,3,4,15
002,LO000009,04/17/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000009,3,2,6
002,LO000009,04/17/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,2,9,19
002,LO000009,04/17/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000012,3,6,18
002,LO000009,04/17/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000012,2,16,32
002,LO000009,04/17/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000011,25,0,25
002,LO000009,04/17/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000011,12,1,12
002,LO000009,04/17/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000013,6,4,25
002,LO000026,12/15/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000013,10,10,100
002,LO000026,12/17/2022 00:00:00,12,2022,MP000197,KD000037,PL000040,SZ000012,5,3,15
002,LO000026,12/17/2022 00:00:00,12,2022,MP000197,KD000037,PL000040,SZ000012,4,3,12
002,LO000026,12/17/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000012,10,1,10
002,LO000026,12/17/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000012,8,1,8
002,LO000026,12/17/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000012,7,1,7
002,LO000026,12/17/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000012,6,1,12
002,LO000026,12/17/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,8,0,8
002,LO000026,12/17/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,2,5,10
002,LO000026,12/17/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,3,3,9
002,LO000026,12/17/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,8,1,8
002,LO000026,12/17/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,10,0,10
002,LO000026,12/17/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,10,0,10
002,LO000026,12/17/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,4,5,20
002,LO000026,12/17/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,2,5,10
002,LO000026,12/17/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000012,3,6,18
002,LO000026,12/17/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,6,2,12
002,LO000026,12/17/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,7,0,7
002,LO000026,12/17/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000012,2,5,10
002,LO000026,12/17/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000009,3,2,9
002,LO000024,12/04/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,8,1,16
002,LO000024,12/04/2022 00:00:00,12,2022,MP002277,KD000009,PL000037,SZ000004,2,10,22
002,LO000024,12/04/2022 00:00:00,12,2022,MP002277,KD000009,PL000037,SZ000004,3,10,31
002,LO000024,12/04/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000013,8,2,16
002,LO000024,12/04/2022 00:00:00,12,2022,MP002175,KD000016,PL000036,SZ000004,3,5,16
002,LO000024,12/04/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,7,2,14
002,LO000024,12/04/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,6,2,12
002,LO000024,12/04/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,6,3,18
002,LO000024,12/04/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000012,3,9,30
002,LO000024,12/04/2022 00:00:00,12,2022,MP002175,KD000016,PL000036,SZ000004,2,5,10
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000012,2,18,38
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000012,2,30,61
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,6,20,123
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,6,16,97
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,5,25,129
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,10,30,304
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000012,3,14,44
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,12,10,120
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,8,21,169
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,2,49,99
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,4,25,102
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,7,20,142
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,7,16,114
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000012,2,68,138
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000011,39,0,39
002,LO000024,12/08/2022 00:00:00,12,2022,MP002175,KD000016,PL000036,SZ000013,7,5,36
002,LO000024,12/14/2022 00:00:00,12,2022,MP002277,KD000009,PL000037,SZ000007,2,9,19
002,LO000008,02/21/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000012,10,0,10
002,LO000008,02/21/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000012,2,20,40
002,LO000008,02/21/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000012,8,1,8
002,LO000008,02/21/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000009,2,24,48
002,LO000008,02/21/2023 00:00:00,02,2023,MP000197,KD000016,PL000037,SZ000009,2,25,52
002,LO000008,02/21/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000012,4,12,51
002,LO000008,02/21/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000012,5,10,51
002,LO000008,02/21/2023 00:00:00,02,2023,MP000197,KD000016,PL000037,SZ000009,3,23,71
002,LO000008,02/21/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000012,3,13,42
002,LO000007,02/22/2023 00:00:00,02,2023,MP002277,KD000028,PL000037,SZ000012,8,10,80
002,LO000007,02/22/2023 00:00:00,02,2023,MP002277,KD000028,PL000037,SZ000012,4,20,83
002,LO000007,02/22/2023 00:00:00,02,2023,MP002277,KD000028,PL000037,SZ000012,7,10,70
002,LO000007,02/22/2023 00:00:00,02,2023,MP002277,KD000028,PL000037,SZ000012,6,10,61
002,LO000007,02/22/2023 00:00:00,02,2023,MP002277,KD000028,PL000037,SZ000012,5,20,103
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000037,PL000036,SZ000012,4,2,8
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000037,PL000036,SZ000012,4,3,12
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000037,PL000036,SZ000012,4,15,61
002,LO000026,04/12/2023 00:00:00,04,2023,MP000284,KD000037,PL000036,SZ000013,10,2,21
002,LO000026,04/12/2023 00:00:00,04,2023,MP000284,KD000037,PL000036,SZ000013,10,2,20
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000037,PL000036,SZ000013,7,5,35
002,LO000026,04/12/2023 00:00:00,04,2023,MP000197,KD000037,PL000036,SZ000012,3,5,16
002,LO000026,04/12/2023 00:00:00,04,2023,MP000197,KD000037,PL000036,SZ000012,4,5,20
002,LO000026,04/12/2023 00:00:00,04,2023,MP000197,KD000016,PL000039,SZ000012,6,4,24
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,8,5,40
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000011,12,3,36
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000011,10,2,30
002,LO000026,04/12/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000011,10,3,30
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,4,11,44
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,10,2,20
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,10,5,50
002,LO000026,04/12/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000012,10,3,30
002,LO000026,04/12/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000012,4,5,24
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,6,2,12
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,6,5,30
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,7,1,14
002,LO000026,04/12/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,7,7,56
002,LO000026,04/12/2023 00:00:00,04,2023,MP000197,KD000016,PL000039,SZ000012,5,4,20
002,LO000026,04/12/2023 00:00:00,04,2023,MP000197,KD000016,PL000039,SZ000012,4,3,16
002,LO000026,04/12/2023 00:00:00,04,2023,MP000197,KD000016,PL000039,SZ000012,3,3,12
002,LO000026,04/14/2023 00:00:00,04,2023,MP002277,KD000009,PL000039,SZ000012,5,9,46
002,LO000026,04/14/2023 00:00:00,04,2023,MP002277,KD000009,PL000037,SZ000012,8,2,16
002,LO000026,04/14/2023 00:00:00,04,2023,MP002277,KD000009,PL000037,SZ000012,7,2,14
002,LO000026,04/14/2023 00:00:00,04,2023,MP002277,KD000009,PL000037,SZ000012,8,4,33
002,LO000026,04/15/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000009,4,17,68
002,LO000026,04/15/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000009,2,18,38
002,LO000026,04/15/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000013,12,10,121
002,LO000026,04/15/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,2,51,103
002,LO000026,04/15/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000009,3,50,150
002,LO000026,04/15/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,4,11,44
002,LO000026,04/15/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000012,6,25,155
002,LO000026,04/19/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000011,5,10,51
002,LO000026,04/19/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000012,3,20,60
002,LO000026,04/19/2023 00:00:00,04,2023,MP000294,KD000016,PL000037,SZ000012,10,10,101
002,LO000026,04/19/2023 00:00:00,04,2023,MP000284,KD000016,PL000037,SZ000012,5,9,50
002,LO000026,05/12/2023 00:00:00,05,2023,MP002277,KD000009,PL000037,SZ000012,1,101,101
002,LO000026,05/12/2023 00:00:00,05,2023,MP000197,KD000016,PL000037,SZ000011,15,1,15
002,LO000026,05/12/2023 00:00:00,05,2023,MP000197,KD000016,PL000037,SZ000013,7,9,70
002,LO000026,05/12/2023 00:00:00,05,2023,MP000197,KD000016,PL000037,SZ000013,8,10,80
002,LO000026,05/12/2023 00:00:00,05,2023,MP000197,KD000016,PL000037,SZ000013,10,10,101
002,LO000026,05/12/2023 00:00:00,05,2023,MP000197,KD000016,PL000037,SZ000013,12,3,36
002,LO000026,05/12/2023 00:00:00,05,2023,MP000197,KD000016,PL000037,SZ000013,15,6,90
002,LO000026,05/12/2023 00:00:00,05,2023,MP000197,KD000016,PL000037,SZ000012,8,18,144
002,LO000026,05/12/2023 00:00:00,05,2023,MP000197,KD000016,PL000037,SZ000012,7,20,141
002,LO000008,01/10/2023 00:00:00,01,2023,MP000197,KD000028,PL000036,SZ000012,4,10,40
002,LO000008,01/10/2023 00:00:00,01,2023,MP000197,KD000028,PL000036,SZ000012,5,10,51
002,LO000008,01/10/2023 00:00:00,01,2023,MP000197,KD000028,PL000036,SZ000012,2,5,10
002,LO000008,01/17/2023 00:00:00,01,2023,MP002277,KD000028,PL000037,SZ000012,3,10,32
002,LO000008,01/17/2023 00:00:00,01,2023,MP002277,KD000028,PL000037,SZ000009,2,9,20
002,LO000017,12/15/2022 00:00:00,12,2022,MP000284,KD000028,PL000036,SZ000012,2,1,2
002,LO000017,12/15/2022 00:00:00,12,2022,MP000284,KD000028,PL000036,SZ000012,3,1,3
002,LO000017,12/15/2022 00:00:00,12,2022,MP000284,KD000028,PL000036,SZ000012,4,1,4
002,LO000017,12/16/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000013,4,2,8
002,LO000017,12/16/2022 00:00:00,12,2022,MP000197,KD000016,PL000037,SZ000013,4,1,8
002,LO000017,12/16/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000007,4,1,8
002,LO000025,12/16/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000013,4,6,25
002,LO000025,12/16/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000012,2,8,16
002,LO000025,12/16/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000012,5,3,15
002,LO000025,12/16/2022 00:00:00,12,2022,MP000197,KD000028,PL000036,SZ000013,8,2,16
002,LO000025,12/16/2022 00:00:00,12,2022,MP000197,KD000028,PL000036,SZ000012,7,2,14
002,LO000025,12/16/2022 00:00:00,12,2022,MP000197,KD000028,PL000036,SZ000012,6,0,6
002,LO000025,12/16/2022 00:00:00,12,2022,MP000197,KD000028,PL000036,SZ000012,8,1,8
002,LO000025,12/16/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000013,15,0,15
002,LO000025,12/16/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000013,6,1,6
002,LO000025,12/16/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000012,6,0,6
002,LO000025,12/16/2022 00:00:00,12,2022,MP002246,KD000028,PL000036,SZ000012,3,5,16
002,LO000025,12/16/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000012,3,4,15
002,LO000025,12/16/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000007,6,2,12
002,LO000025,12/16/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000012,10,1,10
002,LO000025,12/16/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000007,10,2,20
002,LO000025,12/16/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000007,5,5,25
002,LO000025,12/16/2022 00:00:00,12,2022,MP002175,KD000028,PL000036,SZ000007,2,6,12
002,LO000025,12/21/2022 00:00:00,12,2022,MP002246,KD000009,PL000036,SZ000011,11,2,22
002,LO000025,12/26/2022 00:00:00,12,2022,MP002277,KD000009,PL000037,SZ000012,4,4,16
002,LO000025,12/26/2022 00:00:00,12,2022,MP002277,KD000009,PL000037,SZ000012,5,5,26
002,LO000025,12/26/2022 00:00:00,12,2022,MP002277,KD000009,PL000037,SZ000012,3,4,15
002,LO000025,12/26/2022 00:00:00,12,2022,MP002277,KD000009,PL000037,SZ000012,2,6,13
002,LO000025,12/26/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000013,12,1,12
002,LO000025,12/26/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,6,2,12
002,LO000025,12/26/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,7,1,7
002,LO000025,12/26/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,5,3,15
002,LO000025,12/26/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,7,0,7
002,LO000025,12/26/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,6,2,12
002,LO000025,12/26/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,4,3,12
002,LO000025,12/26/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,5,3,15
002,LO000025,12/26/2022 00:00:00,12,2022,MP000284,KD000016,PL000037,SZ000012,5,2,10
002,LO000017,05/10/2023 00:00:00,05,2023,MP002277,KD000037,PL000039,SZ000012,4,5,21
002,LO000017,05/10/2023 00:00:00,05,2023,MP002277,KD000037,PL000039,SZ000012,3,5,15
002,LO000017,05/10/2023 00:00:00,05,2023,MP000294,KD000016,PL000037,SZ000013,7,10,71
002,LO000017,05/10/2023 00:00:00,05,2023,MP000294,KD000016,PL000037,SZ000013,10,3,30
002,LO000017,05/10/2023 00:00:00,05,2023,MP000294,KD000016,PL000037,SZ000013,10,7,72
002,LO000017,05/10/2023 00:00:00,05,2023,MP000294,KD000016,PL000037,SZ000013,6,1,6
002,LO000017,05/10/2023 00:00:00,05,2023,MP000294,KD000016,PL000037,SZ000011,15,2,30
002,LO000017,05/10/2023 00:00:00,05,2023,MP000294,KD000016,PL000037,SZ000011,10,2,20
002,LO000026,02/01/2023 00:00:00,02,2023,MP002277,KD000009,PL000037,SZ000009,2,1,2
002,LO000026,02/01/2023 00:00:00,02,2023,MP002277,KD000009,PL000037,SZ000009,1,2,3
002,LO000025,04/04/2023 00:00:00,04,2023,MP000197,KD000016,PL000037,SZ000011,20,1,20
002,LO000025,04/04/2023 00:00:00,04,2023,MP000197,KD000037,PL000039,SZ000013,10,1,10
002,LO000025,04/05/2023 00:00:00,04,2023,MP002277,KD000028,PL000036,SZ000007,4,2,8
002,LO000025,04/05/2023 00:00:00,04,2023,MP002246,KD000028,PL000036,SZ000007,10,2,20
002,LO000025,04/05/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000007,6,3,18
002,LO000025,04/05/2023 00:00:00,04,2023,MP002246,KD000028,PL000036,SZ000007,3,5,16
002,LO000025,04/05/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000007,2,8,17
002,LO000025,04/06/2023 00:00:00,04,2023,MP002277,KD000028,PL000036,SZ000007,5,10,51
002,LO000025,04/06/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000004,3,10,31
002,LO000025,04/10/2023 00:00:00,04,2023,MP000294,KD000028,PL000036,SZ000013,6,4,24
002,LO000025,12/08/2022 00:00:00,12,2022,MP002246,KD000028,PL000036,SZ000007,3,5,16
002,LO000008,04/12/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,6,10,60
002,LO000008,04/12/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,7,11,77
002,LO000008,04/12/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,10,7,70
002,LO000008,04/12/2023 00:00:00,04,2023,MP000197,KD000028,PL000036,SZ000012,8,10,81
002,LO000009,04/17/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000004,2,9,19
002,LO000009,04/17/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000004,3,5,16
002,LO000009,04/17/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000007,10,3,30
002,LO000009,04/17/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000007,12,2,24
002,LO000009,04/17/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000007,8,3,24
002,LO000009,04/17/2023 00:00:00,04,2023,MP002175,KD000028,PL000036,SZ000013,20,1,20
